Entity 1|Entity 2|Hints from Wordnet
status|notice of violation|False
status|ordinance|False
status|outcome|False
status|plan review meeting|False
status|plan reviewer workload|False
status|planning - relate report|False
status|planning study|False
status|preapplication assistance|False
status|property information|False
status|request|False
status|requirement|False
status|service|False
status|staff report|False
status|staff review|False
status|status|True
status|when|False
status|zoning - relate permit|False
support documentation|affidavit|False
support documentation|appeal|False
support documentation|application|False
support documentation|approve proffer|False
support documentation|bond|False
support documentation|building development project|False
support documentation|citation|False
support documentation|code modification|False
support documentation|completeness review|False
support documentation|completion of require plan review|False
support documentation|consistency|False
support documentation|custom query / report|False
support documentation|customer portal user account|False
support documentation|development - relate permit|False
support documentation|draft proffer|False
support documentation|each condo unit|False
support documentation|fee|False
support documentation|fine|False
support documentation|formal response|False
support documentation|gis property management|False
support documentation|hearing calendar|False
support documentation|hearing date|False
support documentation|hearing decision|False
support documentation|hearing execution|False
support documentation|hearing requirement|False
support documentation|hold|False
support documentation|information|False
support documentation|inspection|False
support documentation|inspector workload|False
support documentation|internal note|False
support documentation|meet|False
support documentation|notice of violation|False
support documentation|ordinance|False
support documentation|outcome|False
support documentation|plan|False
support documentation|plan amendment|False
support documentation|plan review meeting|False
support documentation|plan reviewer workload|False
support documentation|planning - relate report|False
support documentation|planning study|False
support documentation|preapplication assistance|False
support documentation|property information|False
support documentation|request|False
support documentation|requirement|False
support documentation|service|False
support documentation|staff report|False
support documentation|staff review|False
support documentation|status|False
support documentation|support documentation|True
support documentation|when|False
support documentation|zoning - relate permit|False
when|affidavit|False
when|appeal|False
when|application|False
when|approve proffer|False
when|bond|False
when|citation|False
when|code modification|False
when|completeness review|False
when|consistency|False
when|custom query / report|False
when|draft proffer|False
when|fee|False
when|fine|False
when|formal response|False
when|hearing calendar|False
when|hearing decision|False
when|hearing execution|False
when|hold|False
when|inspector workload|False
when|internal note|False
when|meet|False
when|notice of violation|False
when|ordinance|False
when|outcome|False
when|plan review meeting|False
when|plan reviewer workload|False
when|planning - relate report|False
when|planning study|False
when|property information|False
when|request|False
when|requirement|False
when|service|False
when|staff report|False
when|staff review|False
when|when|True
when|zoning - relate permit|False
zoning - relate permit|application|False
zoning - relate permit|bond|False
zoning - relate permit|code modification|False
zoning - relate permit|consistency|False
zoning - relate permit|hearing calendar|False
zoning - relate permit|hearing decision|False
zoning - relate permit|hold|False
zoning - relate permit|inspector workload|False
zoning - relate permit|internal note|False
zoning - relate permit|meet|False
zoning - relate permit|notice of violation|False
zoning - relate permit|ordinance|False
zoning - relate permit|plan review meeting|False
zoning - relate permit|planning - relate report|False
zoning - relate permit|planning study|False
zoning - relate permit|request|False
zoning - relate permit|requirement|False
zoning - relate permit|service|False
zoning - relate permit|staff report|False
zoning - relate permit|staff review|False
zoning - relate permit|zoning - relate permit|True
